,sfh_qty,th_qty,households,hhincome_75_below_100k,hhincome_100_below_150k,hhincome_150_below_200k,hhincome_above_200k,dem_share_wgt_sfh_th,exp_interconn_mult_sfh_th,exp_net_meter_mult_sfh_th,exp(grid_to_panel) * (sfh + th),latitude,counts,fips,county_name,state_abbrv
0,16271,196,20396,2631,2794,653,490,4376,2443919.491,2443919.491,1101095.7297432022,32.536382,30.3,01001,Autauga County,AL
1,66132,1137,74104,8818,8892,3038,2890,14508,9983604.8,9983604.8,4498063.317185612,30.659218,780.0166666666667,01003,Baldwin County,AL
2,6983,122,9222,839,599,184,65,3641,1054475.495,1054475.495,475088.67187863315,31.87067,15.75,01005,Barbour County,AL
3,5878,63,7027,794,534,105,49,1558,881722.5782,881722.5782,397255.7071964757,33.015893,26.4,01007,Bibb County,AL
4,16924,232,20816,2394,2061,437,187,2118,2546176.1580000003,2546176.1580000003,1147166.9605559227,33.977447999999995,28.8,01009,Blount County,AL
5,2634,33,3683,225,151,26,41,2035,395817.8953,395817.8953,178333.77732587117,32.101759,8.2,01011,Bullock County,AL
6,6048,84,8056,653,532,121,40,2824,910069.4916,910069.4916,410027.2675523967,31.751666999999998,29.3,01013,Butler County,AL
7,38169,628,45154,4380,4244,993,587,13005,5757985.334,5757985.334,2594231.555647478,33.771706,226.725,01015,Calhoun County,AL
8,12077,88,13787,1337,841,138,193,5725,1805446.08,1805446.08,813434.7210983213,32.917943,18.3,01017,Chambers County,AL
9,10523,95,11278,1195,801,248,135,2313,1575850.9230000002,1575850.9230000002,709991.7688961755,34.069515,17.85,01019,Cherokee County,AL
10,12094,236,16237,1867,1461,406,162,2398,1829934.2519999999,1829934.2519999999,824467.7444424415,32.854059,18.3,01021,Chilton County,AL
11,4715,19,5575,535,424,134,72,2250,702587.8952,702587.8952,316547.4697640323,31.991008,15.2,01023,Choctaw County,AL
12,8191,62,9622,856,895,115,183,3770,1224853.8020000001,1224853.8020000001,551851.7676304517,31.685521,30.15,01025,Clarke County,AL
13,4409,34,5419,488,314,70,33,1184,659399.6659,659399.6659,297089.22859349294,33.267809,12.5,01027,Clay County,AL
14,4397,10,5776,531,508,58,87,679,654056.7922,654056.7922,294682.02350023034,33.671981,12.5,01029,Cleburne County,AL
15,16091,986,19160,2338,2491,862,383,4243,2534451.518,2534451.518,1141884.4827123743,31.402183,28.8,01031,Coffee County,AL
16,20154,193,22204,2664,1776,555,244,7974,3019762.548,3019762.548,1360538.945350394,34.703112,53.0,01033,Colbert County,AL
17,4482,36,5168,382,171,62,26,2288,670530.6528,670530.6528,302104.2392044567,31.428292,11.4,01035,Conecuh County,AL
18,4145,1,4450,378,134,67,22,1730,615320.9576,615320.9576,277229.78657407645,32.931445000000004,13.8,01037,Coosa County,AL
19,14001,83,14949,1226,1121,284,254,2883,2090250.9330000002,2090250.9330000002,941752.1259308473,31.243987,28.1,01039,Covington County,AL
20,4366,46,5383,501,409,86,118,1409,654798.858,654798.858,295016.35754096124,31.732826,12.5,01041,Crenshaw County,AL
21,25607,307,31287,3254,2128,751,532,3792,3845978.605,3845978.605,1732786.466300197,34.131923,91.1,01043,Cullman County,AL
22,14890,742,19018,2206,1750,590,247,4452,2319994.503,2319994.503,1045261.9449411392,31.430653999999997,29.7,01045,Dale County,AL
23,12200,306,16413,1149,1018,246,328,8721,1856054.968,1856054.968,836236.3026761698,32.33354,15.0,01047,Dallas County,AL
24,21565,148,25013,2401,1476,300,350,4768,3222494.9239999996,3222494.9239999996,1451879.0052780805,34.460929,65.1,01049,DeKalb County,AL
25,24265,453,28651,4097,4040,1031,602,6235,3668476.4669999997,3668476.4669999997,1652813.7637573618,32.597229,93.0,01051,Elmore County,AL
26,11314,58,13659,1052,956,178,164,4199,1687754.445,1687754.445,760409.3422383978,31.121746999999996,17.0,01053,Escambia County,AL
27,36349,258,39899,4269,3312,678,519,11021,5432960.515,5432960.515,2447793.245807336,34.047638,276.75,01055,Etowah County,AL
28,5895,79,7037,739,394,77,106,1361,886620.2125,886620.2125,399462.3118652997,33.732248999999996,26.4,01057,Fayette County,AL
29,9940,72,11980,1174,695,168,192,2924,1485912.549,1485912.549,669470.4831595884,34.441988,11.75,01059,Franklin County,AL
30,8201,123,10754,1032,774,194,129,1500,1235391.136,1235391.136,556599.3110088308,31.090866,38.75,01061,Geneva County,AL
31,2525,45,3201,138,125,32,19,2177,381421.8189,381421.8189,171847.69693569138,32.844497,8.2,01063,Greene County,AL
32,4419,51,5927,474,332,101,95,2798,663406.8212,663406.8212,298894.63241343986,32.752796000000004,12.0,01065,Hale County,AL
33,6022,111,6894,648,703,228,69,2147,910217.9048,910217.9048,410094.13436054287,31.516978,29.3,01067,Henry County,AL
34,31731,560,39197,4076,3489,1176,1137,9529,4792409.321,4792409.321,2159196.1018484086,31.158193,188.7,01069,Houston County,AL
35,17167,234,20431,2084,1267,347,306,4924,2582537.3819999998,2582537.3819999998,1163549.3285517376,34.763521999999995,39.0,01071,Jackson County,AL
36,211566,8193,260929,27919,29224,10437,10698,115634,32615127.43,32615127.43,14694582.891397122,33.553444,1523.9,01073,Jefferson County,AL
37,5189,14,6138,393,319,80,80,1194,772193.6668,772193.6668,347908.00278459233,33.787085,26.2,01075,Lamar County,AL
38,32569,321,38612,4016,3514,1043,772,11143,4881308.803,4881308.803,2199249.3199279727,34.904121999999994,159.6,01077,Lauderdale County,AL
39,10486,53,13537,1611,1232,298,95,3784,1564126.284,1564126.284,704709.291052627,34.529776,14.75,01079,Lawrence County,AL
40,36102,1562,57171,6517,6403,2230,1658,14807,5589833.223999999,5589833.223999999,2518471.4620178523,32.604064,322.95,01081,Lee County,AL
41,27457,512,32213,3801,3994,1772,1063,7749,4150967.647,4150967.647,1870197.757040604,34.810239,122.0,01083,Limestone County,AL
42,2917,109,4282,257,278,69,64,2313,449098.2194,449098.2194,202338.96145035102,32.147888,9.85,01085,Lowndes County,AL
43,6476,108,8009,673,481,120,24,5734,977152.2395,977152.2395,440251.0648344716,32.387027,7.85,01087,Macon County,AL
44,108800,2981,137767,16257,21905,9093,7026,44676,16589771.34,16589771.34,7474438.681388528,34.764238,961.2,01089,Madison County,AL
45,6542,170,8281,455,795,190,124,3589,996149.1239,996149.1239,448810.0162771831,32.247591,7.85,01091,Marengo County,AL
46,10241,46,12714,839,992,242,229,1911,1526726.168,1526726.168,687858.8553997888,34.138219,10.85,01093,Marion County,AL
47,30220,231,34261,3392,2844,857,891,5884,4519329.108,4519329.108,2036161.174859431,34.309564,128.1,01095,Marshall County,AL
48,131515,1843,154188,16961,15727,4317,3546,60036,19792082.07,19792082.07,8917223.800758729,30.684572999999997,1237.5666666666666,01097,Mobile County,AL
49,7777,49,8406,614,446,126,50,3588,1161481.383,1161481.383,523299.6405520314,31.580332000000002,18.75,01099,Monroe County,AL
50,72688,2670,89532,9580,9401,3134,2955,46640,11184118.84,11184118.84,5038948.92828009,32.20365,689.0833333333333,01101,Montgomery County,AL
51,35795,1711,46235,5086,4947,1572,1063,10216,5566383.945,5566383.945,2507906.506330755,34.454484,320.85,01103,Morgan County,AL
52,2906,29,3450,138,128,104,45,2195,435592.62200000003,435592.62200000003,196254.0819090483,32.639005,10.05,01105,Perry County,AL
53,6311,38,7644,627,474,92,76,2942,942275.1471,942275.1471,424537.36492011853,33.296808,25.9,01107,Pickens County,AL
54,8898,115,12786,1048,882,396,179,3853,1337647.803,1337647.803,602670.5418215512,31.798726000000002,14.95,01109,Pike County,AL
55,8247,55,8915,722,588,53,107,2458,1232126.047,1232126.047,555128.2412296147,33.296475,37.95,01111,Randolph County,AL
56,16554,221,22241,2358,1757,445,156,9329,2489630.744,2489630.744,1121690.7066522269,32.289811,30.3,01113,Russell County,AL
57,24555,223,31979,4573,3550,1023,640,4087,3677381.256,3677381.256,1656825.7722461326,33.712963,84.6,01115,St. Clair County,AL
58,61061,4325,75534,12010,13218,5514,4608,14143,9704142.821,9704142.821,4372153.117446349,33.262937,717.2333333333333,01117,Shelby County,AL
59,3769,26,4815,289,178,43,5,2928,563227.9388,563227.9388,253759.53691476607,32.597481,13.0,01119,Sumter County,AL
60,23876,407,31424,2922,2514,597,314,10115,3603916.742,3603916.742,1623726.7022137719,33.369277000000004,84.6,01121,Talladega County,AL
61,15484,193,16323,1681,1355,343,229,5250,2326673.095,2326673.095,1048270.9513077174,32.863369,29.7,01123,Tallapoosa County,AL
62,51609,1010,69128,8779,7881,2281,1936,21453,7809352.018999999,7809352.018999999,3518464.577844025,33.290202,580.3333333333333,01125,Tuscaloosa County,AL
63,20166,201,25602,2227,2099,486,358,4682,3022730.811,3022730.811,1361876.2815133177,33.791571000000005,41.0,01127,Walker County,AL
64,5719,0,6133,773,466,117,55,1939,848774.8569,848774.8569,382411.27578802296,31.406973999999998,35.9,01129,Washington County,AL
65,3153,11,3843,177,211,92,23,2352,469579.2354,469579.2354,211566.58097452432,31.99033,11.15,01131,Wilcox County,AL
66,8905,48,9406,630,564,94,85,1185,1328743.013,1328743.013,598658.5333327801,34.155888,14.95,01133,Winston County,AL
67,22891,598,19272,1445,1099,270,116,15527,3486076.6939999997,63849.72187,2475480.714231631,35.385845,320.85,04001,Apache County,AZ
68,36865,1315,48825,5517,5224,1611,1318,14149,5666414.415,103784.0002,4023749.570835866,31.881793,797.175,04003,Cochise County,AZ
69,39252,3182,46619,6060,5734,1958,1818,23889,6297763.993,115347.5711,4472074.103950999,35.829692,601.475,04005,Coconino County,AZ
70,23482,304,20909,2279,1631,397,167,8561,3530155.402,64657.05157,2506781.2281797254,33.789618,320.85,04007,Gila County,AZ
71,8312,156,10959,1556,1052,285,121,2577,1256762.631,23018.410519999998,892433.508796179,32.931828,163.5,04009,Graham County,AZ
72,2834,66,3219,435,447,52,42,1278,430398.1614,7883.0173030000005,305627.9139712942,33.238872,15.95,04011,Greenlee County,AZ
73,6668,269,9365,599,478,122,56,2282,1029542.085,18856.72104,731083.048006506,33.727625,81.11666666666667,04012,La Paz County,AZ
74,1077367,89081,1442518,178872,194740,70683,69241,503140,173116232.6,3170734.402,122930713.44689247,33.346540999999995,5508.666666666666,04013,Maricopa County,AZ
75,67228,2090,80832,7194,5577,1374,1132,19260,10287703.36,188425.8598,7305350.255400748,35.717705,1289.7,04015,Mohave County,AZ
76,38507,947,34129,3037,2355,648,478,17819,5855492.779,107247.0913,4158015.075111531,35.390934,595.875,04017,Navajo County,AZ
77,265680,32334,389658,44031,42083,14028,12079,155412,44229199.2,810086.0408,31407378.32904871,32.128237,5508.666666666666,04019,Pima County,AZ
78,118256,2428,127599,16460,13270,3573,2297,48950,17911093.69,328053.1242,12718758.334383333,32.91891,1430.3333333333333,04021,Pinal County,AZ
79,13351,746,15359,1444,1275,522,169,9625,2092180.304,38319.61894,1485667.828708046,31.525903999999997,192.4,04023,Santa Cruz County,AZ
80,72999,3298,92310,10062,8216,2585,1846,25717,11323478.8,207396.7487,8040859.638713045,34.630044,1485.7,04025,Yavapai County,AZ
81,46365,2905,70639,6781,5651,1483,1342,20363,7312316.348999999,133929.7457,5192512.869436436,32.773942,506.5,04027,Yuma County,AZ
82,6623,100,7743,666,480,139,186,2543,997781.6686,18275.00873,269003.30685729865,34.289573,19.1,05001,Arkansas County,AR
83,6901,81,8327,791,541,158,117,2518,1036220.677,18979.04373,279366.51620967715,33.190835,23.3,05003,Ashley County,AR
84,16327,451,18164,1453,890,291,272,4487,2490075.983,45607.332519999996,671327.9015992499,36.28071,69.3,05005,Baxter County,AR
85,71317,5164,85670,10195,11737,4198,4369,21846,11350786.82,207896.9125,3060187.7006921107,36.337825,363.7,05007,Benton County,AR
86,12966,240,14961,1137,1152,194,344,3234,1959944.179,35897.62983,528403.6397973355,36.304308,51.1,05009,Boone County,AR
87,4029,68,4598,469,276,101,83,1631,608048.7128,11136.80065,163930.76724592483,33.463819,11.4,05011,Bradley County,AR
88,2045,40,2125,142,268,2,13,633,309441.4367,5667.617612,83425.83590621267,33.56046,4.2,05013,Calhoun County,AR
89,9984,244,10977,977,505,252,99,3711,1517969.791,27802.586539999997,409246.73844064417,36.337773999999996,27.9,05015,Carroll County,AR
90,3674,68,4513,357,199,81,81,2273,555362.0414,10171.8106,149726.36832664162,33.267139,7.9,05017,Chicot County,AR
91,6593,56,8681,842,599,148,156,3012,986799.0949,18073.855880000003,266042.38989947626,34.053312,21.2,05019,Clark County,AR
92,6423,84,6611,496,331,99,26,2213,965724.4263,17687.85986,260360.63033176298,36.367302,18.7,05021,Clay County,AR
93,11637,54,10157,1087,741,315,284,2629,1735098.243,31779.43286,467784.8669446198,35.566288,37.6,05023,Cleburne County,AR
94,2802,13,3334,313,387,43,57,728,417783.0429,7651.963347,112634.88157121759,33.893201,3.7,05025,Cleveland County,AR
95,7853,120,9597,1046,1017,154,96,2999,1183298.118,21672.86102,319018.79600970435,33.215070000000004,22.71666666666667,05027,Columbia County,AR
96,7232,59,8362,861,669,217,176,2835,1082080.3429999999,19818.99281,291730.3451281518,35.265702000000005,18.416666666666664,05029,Conway County,AR
97,29632,628,38724,4337,3369,1200,968,10037,4490982.194,82255.20813,1210774.9614014365,35.828268,164.4,05031,Craighead County,AR
98,20201,346,23649,2294,1703,307,449,4868,3049445.18,55852.53672999999,822134.6044915835,35.583040999999994,127.3,05033,Crawford County,AR
99,14944,271,18348,1651,1725,385,312,8917,2258106.216,41358.658019999995,608788.5339630819,35.211878000000006,53.7,05035,Crittenden County,AR
100,5466,43,6918,457,560,104,118,1879,817608.0935,14975.01459,220428.2637924823,35.291259000000004,20.4,05037,Cross County,AR
101,3231,16,3248,231,234,32,19,1408,481897.5276,8826.261097,129920.23462228898,33.967822999999996,2.8,05039,Dallas County,AR
102,4372,45,5272,353,174,53,84,2451,655540.9238,12006.65084,176734.7324689407,33.828748,13.5,05041,Desha County,AR
103,4912,32,7314,527,417,168,44,1960,733754.6586,13439.18536,197821.26269559492,33.587241999999996,20.6,05043,Drew County,AR
104,31401,594,43204,5314,5876,1555,1037,10499,4748479.025,86971.4271,1280196.4603449756,35.146356,142.1,05045,Faulkner County,AR
105,6384,52,6784,583,651,88,61,1698,955187.0920000001,17494.86185,257519.75054790633,35.508573,16.7,05047,Franklin County,AR
106,4920,50,5300,334,498,58,0,1596,737613.4007,13509.860690000001,198861.58486996495,36.383443,20.1,05049,Fulton County,AR
107,32909,1183,40290,3747,3626,766,1088,11570,5059701.42,92671.6641,1364102.4449470514,34.578860999999996,162.3,05051,Garland County,AR
108,5392,29,6859,871,775,144,103,1228,804547.7355,14735.80579,216907.17335615293,34.288063,19.9,05053,Grant County,AR
109,13568,127,16682,1802,1435,250,234,3981,2032518.2140000002,37226.86964,547969.6991537566,36.119921999999995,35.5,05055,Greene County,AR
110,7365,90,7823,430,548,110,55,2657,1106420.101,20264.79103,298292.37730494747,33.728611,18.916666666666664,05057,Hempstead County,AR
111,10078,32,12136,1153,1007,182,97,3440,1500457.039,27481.829289999998,404525.2762646571,34.315177,29.15,05059,Hot Spring County,AR
112,4698,36,5049,379,358,96,121,1564,702587.8952,12868.34618,189418.66051799076,34.083179,13.0,05061,Howard County,AR
113,11825,77,14238,1324,911,199,271,3150,1766413.42,32352.990319999997,476227.48151354585,35.737499,60.25,05063,Independence County,AR
114,5409,45,5549,666,239,55,61,1604,809445.3697,14825.509090000001,218227.58226977644,36.094879,19.3,05065,Izard County,AR
115,5586,69,6339,456,273,133,101,2217,839276.4147,15371.883740000001,226270.07292548328,35.596605,20.9,05067,Jackson County,AR
116,23610,555,28119,2615,2221,534,422,15415,3586403.99,65687.28038,966899.4362943065,34.277695,51.53333333333334,05069,Jefferson County,AR
117,8336,86,10111,738,516,131,212,2909,1249935.626,22893.36956,336984.35971324844,35.573359,38.516666666666666,05071,Johnson County,AR
118,2944,22,2830,175,150,48,59,1188,440193.4299,8062.423903,118676.75266082819,33.24066,2.9,05073,Lafayette County,AR
119,6260,52,6696,536,435,60,27,2036,936783.8603,17157.7949,252558.2140239877,36.041098,25.4,05075,Lawrence County,AR
120,3129,17,3605,245,173,25,43,1936,466907.7985,8551.714632,125878.9830987746,34.77975,2.9,05077,Lee County,AR
121,2783,16,4040,465,275,65,85,1070,415408.4323,7608.470837999999,111994.68331006679,33.957665000000006,3.7,05079,Lincoln County,AR
122,4767,23,5251,567,294,110,42,1472,710899.0321,13020.569959999999,191659.35443201853,33.699496999999994,13.0,05081,Little River County,AR
123,8026,108,8609,585,525,198,181,2229,1207192.636,22110.504390000002,325460.79101253423,35.218548999999996,23.366666666666667,05083,Logan County,AR
124,20295,495,25909,3653,3653,803,259,4845,3085509.578,56513.07921,831857.6155828112,34.755114,146.6,05085,Lonoke County,AR
125,5696,69,6338,735,406,127,82,1843,855601.8622,15670.89474,230671.43597089496,36.012545,18.0,05087,Madison County,AR
126,6880,85,6701,409,302,54,13,2006,1033697.6529999999,18932.83294,278686.3055572044,36.266656,22.8,05089,Marion County,AR
127,13088,121,16960,1866,1391,356,204,3893,1960389.419,35905.78467,528523.6769713012,33.305505,69.4,05091,Miller County,AR
128,14198,347,17141,1611,1200,360,291,7022,2158669.399,39537.40919,581980.2317773924,35.766943,42.3,05093,Mississippi County,AR
129,3266,24,3364,239,141,7,47,1612,488279.2934,8943.147216,131640.76744913173,34.679513,2.8,05095,Monroe County,AR
130,3607,32,3892,288,307,51,31,984,540075.486,9891.827573999999,145605.0920204834,34.545652000000004,2.6,05097,Montgomery County,AR
131,3138,14,3472,205,222,17,49,1224,467798.2775,8568.024323,126119.05744670615,33.666699,2.9,05099,Nevada County,AR
132,3829,6,3310,381,109,33,26,1040,569164.4652,10424.61081,153447.5207195806,35.910061999999996,7.8,05101,Newton County,AR
133,9606,119,10552,760,612,211,148,4366,1443317.9719999998,26435.290780000003,389120.50560571614,33.591158,21.25,05103,Ouachita County,AR
134,3355,15,3847,412,296,96,46,1016,500152.3462,9160.609762,134841.7587548857,34.946363,2.8,05105,Perry County,AR
135,7172,68,8135,464,447,138,138,4746,1074511.272,19680.36044,289689.71317073365,34.425841999999996,18.3,05107,Phillips County,AR
136,3806,12,4355,392,213,96,48,857,566641.4415,10378.400020000001,152767.3100671079,34.158190999999995,8.3,05109,Pike County,AR
137,7909,57,9286,696,511,65,28,2519,1182259.225,21653.83305,318738.70927045087,35.568981,32.766666666666666,05111,Poinsett County,AR
138,7318,86,7911,490,483,95,79,1492,1098851.03,20126.15866,296251.7453475293,34.490915,26.116666666666664,05113,Polk County,AR
139,18255,199,22645,2197,1698,679,340,4623,2738816.438,50163.17286,738388.6694547954,35.455296999999995,91.31666666666668,05115,Pope County,AR
140,2951,23,3826,318,260,38,4,832,441380.7352,8084.170158,118996.85179140358,34.828225,2.9,05117,Prairie County,AR
141,118363,3013,154240,16041,16504,6478,6170,66432,18013795.6,329934.1752,4856544.009089913,34.773988,614.2833333333334,05119,Pulaski County,AR
142,6618,41,7335,499,499,66,22,2284,988283.2265,18101.0387,266442.5138126955,36.341297999999995,21.8,05121,Randolph County,AR
143,6935,220,9430,651,405,85,85,4150,1061896.153,19449.306480000003,286288.65990837006,35.014438,12.9,05123,St. Francis County,AR
144,33919,352,42299,6218,5880,1607,888,9371,5086267.376,93158.23654,1371264.6629936758,34.648525,119.4,05125,Saline County,AR
145,3820,11,4055,296,191,57,41,943,568570.8125,10413.73768,153287.4711542929,34.858869,8.0,05127,Scott County,AR
146,3713,31,3172,228,117,51,41,825,555658.8677,10177.24717,149806.39310928548,35.909659999999995,7.6,05129,Searcy County,AR
147,38436,1632,49579,4710,4065,992,1487,12095,5946618.459,108916.1163,1603216.4954868725,35.196981,192.6,05131,Sebastian County,AR
148,4854,34,6075,468,456,49,24,1177,725443.5217,13286.96158,195580.56878156716,33.994608,20.6,05133,Sevier County,AR
149,7738,111,7108,668,128,28,57,2255,1164894.886,21335.79407,314057.25948578573,36.173398999999996,23.76666666666667,05135,Sharp County,AR
150,4660,69,5142,288,370,77,51,1198,701845.8294,12854.75477,189218.59856138114,35.856989,13.4,05137,Stone County,AR
151,13441,103,16536,1885,1356,248,380,4879,2010107.8269999998,36816.40908,541927.828064146,33.168219,61.2,05139,Union County,AR
152,6819,113,6879,598,426,117,28,1971,1028800.0190000001,18843.12963,277365.8966435809,35.582959,23.1,05141,Van Buren County,AR
153,55063,2247,81722,7518,8744,3105,2942,22960,8505558.148,155784.7316,2293110.1466594953,35.971209,204.8,05143,Washington County,AR
154,22090,421,29404,3440,2882,882,676,4896,3340928.625,61191.24224,900718.9410478433,35.254721999999994,179.7,05145,White County,AR
155,2805,7,2911,239,82,49,35,1403,417337.8034,7643.808502,112514.8443972518,35.189071000000006,3.7,05147,Woodruff County,AR
156,7262,120,7687,976,569,123,54,2126,1095585.94,20066.35646,295371.47273844696,34.997713,26.016666666666662,05149,Yell County,AR
157,312083,47246,558907,66510,97809,52537,64274,281918,976757.4911,976757.4911,373317427.6941337,37.648081,4410.6,06001,Alameda County,CA
158,1147,82,358,30,40,20,10,739,3340.768367,3340.768367,1276844.1139904943,38.61761,176.7,06003,Alpine County,CA
159,15085,452,13925,1977,2005,473,543,6093,42233.94477,42233.94477,16141844.588340366,38.44355,726.4433333333334,06005,Amador County,CA
160,60767,3395,85318,8788,9129,3157,2389,29782,174410.3987,174410.3987,66659781.970592424,39.665959,4110.3,06007,Butte County,CA
161,24572,319,18060,2149,2763,957,614,9979,67660.75299,67660.75299,25859989.2931956,38.187844,3414.373333333334,06009,Calaveras County,CA
162,6058,372,6966,961,662,286,188,2465,17478.55216,17478.55216,6680315.421447419,39.177739,400.625,06011,Colusa County,CA
163,271011,30467,384646,47311,70390,38080,47696,198114,819502.1691,819502.1691,313214328.55787325,37.919478999999995,4410.6,06013,Contra Costa County,CA
164,7276,307,9420,933,942,188,207,3243,20612.73111,20612.73111,7878200.908372594,41.749903,398.6,06015,Del Norte County,CA
165,71317,1617,67086,8319,11270,5501,6172,28888,198255.1669,198255.1669,75773269.82081588,38.785532,4684.4,06017,El Dorado County,CA
166,217864,8298,296305,31112,32594,11852,9482,107736,614772.0549,614772.0549,234966329.13614172,36.761006,4410.6,06019,Fresno County,CA
167,8012,405,9497,921,1016,218,218,3016,22879.77815,22879.77815,8744667.947484124,39.602546000000004,564.0833333333334,06021,Glenn County,CA
168,42614,1981,53036,5728,4667,1326,1220,26753,121221.7781,121221.7781,46331052.28918315,40.706672999999995,3414.373333333334,06023,Humboldt County,CA
169,36537,1833,46452,5017,5296,1486,929,24409,104300.4738,104300.4738,39863717.37495139,33.040816,5508.666666666666,06025,Imperial County,CA
170,5799,166,7957,899,1011,255,215,2546,16214.551109999999,16214.551109999999,6197213.295324083,36.561977,521.475,06027,Inyo County,CA
171,205569,7685,259700,30385,30904,12206,8310,82059,579684.473,579684.473,221555829.6866793,35.346629,4410.6,06029,Kern County,CA
172,31500,1631,41554,5236,4529,1621,1122,13501,90059.39526,90059.39526,34420766.75396181,36.072478000000004,3414.373333333334,06031,Kings County,CA
173,23859,476,26993,2807,2186,567,459,13696,66149.3883,66149.3883,25282344.60045458,39.094802,3414.373333333334,06033,Lake County,CA
174,9509,230,9707,1155,1165,466,165,2796,26473.34673,26473.34673,10118132.486699287,40.721089,363.30000000000007,06035,Lassen County,CA
175,1721774,226474,3263069,378516,443777,195784,228415,1341831,5295887.136,5295887.136,2024091937.6678214,34.196397999999995,4410.3,06037,Los Angeles County,CA
176,40173,867,43159,4143,4834,1295,949,16098,111558.2862,111558.2862,42637658.615272485,37.210039,3414.373333333334,06039,Madera County,CA
177,69997,9251,103670,11507,17728,10574,21149,58626,215418.3983,215418.3983,82333069.44305833,38.051817,4410.6,06041,Marin County,CA
178,7617,91,7345,852,1036,250,162,3042,20952.516330000002,20952.516330000002,8008067.071308974,37.570033,1239.0,06043,Mariposa County,CA
179,29481,1159,34017,3436,3538,884,782,20285,83288.15522,83288.15522,31832793.858965617,39.432388,3414.373333333334,06045,Mendocino County,CA
180,62753,1858,77692,7925,7536,2331,1942,33404,175630.9072,175630.9072,67126261.2278599,37.194806,4110.3,06047,Merced County,CA
181,4367,67,3745,303,386,11,34,1238,12052.86163,12052.86163,4606612.531679293,41.592918,135.325,06049,Modoc County,CA
182,5828,1192,4906,819,731,118,162,3675,19082.33844,19082.33844,7293283.710507136,37.915836,1013.9,06051,Mono County,CA
183,88095,8925,125402,16177,17807,7399,6897,63894,263727.703,263727.703,100796921.02470118,36.240107,4410.6,06053,Monterey County,CA
184,37830,3317,49494,6682,8167,4059,4702,25407,111849.1424,111849.1424,42748824.05074602,38.507351,3414.373333333334,06055,Napa County,CA
