"state","county","year","count","total_size","average_cost_per_watt","sum_cost","concat_code","state_code","county_code"
"MN","Anoka","2010",14,54.085,7.1151803060333333,225973.06,"27003","27","003"
"MN","Becker","2010",1,2.07,,,"27005","27","005"
"MN","Beltrami","2010",3,10.24,8.5023108158,87054,"27007","27","007"
"MN","Benton","2010",5,24.12,6.044835271325,116418,"27015","27","015"
"MN","Carlton","2010",8,29.906,8.09911955396,128852.18,"27017","27","017"
"MN","Carver","2010",7,36.075,6.7996841438666667,233439,"27019","27","019"
"MN","Cass","2010",2,5.6,9.25,25900,"27067","27","067"
"MN","Chippewa","2010",5,59.14,7.56454248365,392700,"27017","27","017"
"MN","Chisago","2010",5,33.58,6.8835024154666667,113396,"27025","27","025"
"MN","Cook","2010",4,14.2,8.0729411764666667,103898,"27031","27","031"
"MN","Dakota","2010",25,211.775,7.6687428416333333,741805,"27043","27","043"
"MN","Douglas","2010",4,28.38,9.1787439614,38000,"27035","27","035"
